ANO;ESTADO;FAMÍLIA;DENOMINAÇÃO;QUANTIDADE;REGIÃO
2005;GOIÁS;Cédulas - 1a. família;100;41;CENTRO-OESTE
2005;MARANHÃO;Cédulas - 1a. família;1;2;NORDESTE
2005;MARANHÃO;Cédulas - 1a. família;2;12;NORDESTE
2005;MARANHÃO;Cédulas - 1a. família;5;289;NORDESTE
2005;MARANHÃO;Cédulas - em polímero;10;21;NORDESTE
2005;MARANHÃO;Cédulas - 1a. família;10;979;NORDESTE
2005;MARANHÃO;Cédulas - 1a. família;20;483;NORDESTE
2005;MARANHÃO;Cédulas - 1a. família;50;2803;NORDESTE
2005;MARANHÃO;Cédulas - 1a. família;100;11;NORDESTE
2005;MATO GROSSO;Cédulas - 1a. família;1;1;CENTRO-OESTE
2005;MATO GROSSO;Cédulas - 1a. família;2;3;CENTRO-OESTE
2005;MATO GROSSO;Cédulas - 1a. família;5;254;CENTRO-OESTE
2005;MATO GROSSO;Cédulas - em polímero;10;42;CENTRO-OESTE
2005;MATO GROSSO;Cédulas - 1a. família;10;251;CENTRO-OESTE
2005;MATO GROSSO;Cédulas - 1a. família;20;124;CENTRO-OESTE
2005;MATO GROSSO;Cédulas - 1a. família;50;3535;CENTRO-OESTE
2005;MATO GROSSO;Cédulas - 1a. família;100;113;CENTRO-OESTE
2005;MATO GROSSO DO SUL;Cédulas - 1a. família;1;2;CENTRO-OESTE
2005;MATO GROSSO DO SUL;Cédulas - 1a. família;2;17;CENTRO-OESTE
2005;MATO GROSSO DO SUL;Cédulas - 1a. família;5;147;CENTRO-OESTE
2005;MATO GROSSO DO SUL;Cédulas - em polímero;10;40;CENTRO-OESTE
2005;MATO GROSSO DO SUL;Cédulas - 1a. família;10;1149;CENTRO-OESTE
2005;MATO GROSSO DO SUL;Cédulas - 1a. família;20;60;CENTRO-OESTE
2005;MATO GROSSO DO SUL;Cédulas - 1a. família;50;5314;CENTRO-OESTE
2005;MATO GROSSO DO SUL;Cédulas - 1a. família;100;16;CENTRO-OESTE
2005;MINAS GERAIS;Cédulas - 1a. família;1;19;SUDESTE
2005;MINAS GERAIS;Cédulas - 1a. família;2;85;SUDESTE
2005;MINAS GERAIS;Cédulas - 1a. família;5;2784;SUDESTE
2005;MINAS GERAIS;Cédulas - em polímero;10;1361;SUDESTE
2005;MINAS GERAIS;Cédulas - 1a. família;10;12138;SUDESTE
2005;MINAS GERAIS;Cédulas - 1a. família;20;4329;SUDESTE
2005;MINAS GERAIS;Cédulas - 1a. família;50;27596;SUDESTE
2005;MINAS GERAIS;Cédulas - 1a. família;100;464;SUDESTE
2005;NAO INFORMADO;Cédulas - 1a. família;5;3;NÃO INFORMADO
2005;NAO INFORMADO;Cédulas - em polímero;10;1;NÃO INFORMADO
2005;NAO INFORMADO;Cédulas - 1a. família;10;30;NÃO INFORMADO
2005;NAO INFORMADO;Cédulas - 1a. família;20;1;NÃO INFORMADO
2005;NAO INFORMADO;Cédulas - 1a. família;50;51;NÃO INFORMADO
2005;PARÁ;Cédulas - 1a. família;1;1;NORTE
2005;PARÁ;Cédulas - 1a. família;2;6;NORTE
2005;PARÁ;Cédulas - 1a. família;5;96;NORTE
2005;PARÁ;Cédulas - em polímero;10;149;NORTE
2005;PARÁ;Cédulas - 1a. família;10;2228;NORTE
2005;PARÁ;Cédulas - 1a. família;20;409;NORTE
2005;PARÁ;Cédulas - 1a. família;50;2369;NORTE
2005;PARÁ;Cédulas - 1a. família;100;16;NORTE
2005;PARAÍBA;Cédulas - 1a. família;2;23;NORDESTE
2005;PARAÍBA;Cédulas - 1a. família;5;183;NORDESTE
2005;PARAÍBA;Cédulas - em polímero;10;13;NORDESTE
2005;PARAÍBA;Cédulas - 1a. família;10;305;NORDESTE
2005;PARAÍBA;Cédulas - 1a. família;20;382;NORDESTE
2005;PARAÍBA;Cédulas - 1a. família;50;1922;NORDESTE
2005;PARAÍBA;Cédulas - 1a. família;100;9;NORDESTE
2005;PARANÁ;Cédulas - 1a. família;1;29;SUL
2005;PARANÁ;Cédulas - 1a. família;2;76;SUL
2005;PARANÁ;Cédulas - 1a. família;5;630;SUL
2005;PARANÁ;Cédulas - em polímero;10;2089;SUL
2005;PARANÁ;Cédulas - 1a. família;10;2245;SUL
2005;PARANÁ;Cédulas - 1a. família;20;685;SUL
2005;PARANÁ;Cédulas - 1a. família;50;14817;SUL
2005;PARANÁ;Cédulas - 1a. família;100;56;SUL
2005;PERNAMBUCO;Cédulas - 1a. família;1;7;NORDESTE
2005;PERNAMBUCO;Cédulas - 1a. família;2;48;NORDESTE
2005;PERNAMBUCO;Cédulas - 1a. família;5;475;NORDESTE
2005;PERNAMBUCO;Cédulas - em polímero;10;87;NORDESTE
2005;PERNAMBUCO;Cédulas - 1a. família;10;1376;NORDESTE
2005;PERNAMBUCO;Cédulas - 1a. família;20;2441;NORDESTE
2005;PERNAMBUCO;Cédulas - 1a. família;50;6690;NORDESTE
2005;PERNAMBUCO;Cédulas - 1a. família;100;22;NORDESTE
2005;PIAUÍ;Cédulas - 1a. família;1;3;NORDESTE
2005;PIAUÍ;Cédulas - 1a. família;2;8;NORDESTE
2005;PIAUÍ;Cédulas - 1a. família;5;363;NORDESTE
2005;PIAUÍ;Cédulas - em polímero;10;45;NORDESTE
2005;PIAUÍ;Cédulas - 1a. família;10;694;NORDESTE
2005;PIAUÍ;Cédulas - 1a. família;20;299;NORDESTE
2005;PIAUÍ;Cédulas - 1a. família;50;2443;NORDESTE
2005;PIAUÍ;Cédulas - 1a. família;100;7;NORDESTE
2005;RIO DE JANEIRO;Cédulas - 1a. família;1;30;SUDESTE
2005;RIO DE JANEIRO;Cédulas - 1a. família;2;56;SUDESTE
2005;RIO DE JANEIRO;Cédulas - 1a. família;5;1547;SUDESTE
2005;RIO DE JANEIRO;Cédulas - em polímero;10;433;SUDESTE
2005;RIO DE JANEIRO;Cédulas - 1a. família;10;12646;SUDESTE
2005;RIO DE JANEIRO;Cédulas - 1a. família;20;3980;SUDESTE
2005;RIO DE JANEIRO;Cédulas - 1a. família;50;25698;SUDESTE
2005;RIO DE JANEIRO;Cédulas - 1a. família;100;2430;SUDESTE
2005;RIO GRANDE DO NORTE;Cédulas - 1a. família;1;1;NORDESTE
2005;RIO GRANDE DO NORTE;Cédulas - 1a. família;2;11;NORDESTE
2005;RIO GRANDE DO NORTE;Cédulas - 1a. família;5;220;NORDESTE
2005;RIO GRANDE DO NORTE;Cédulas - em polímero;10;22;NORDESTE
2005;RIO GRANDE DO NORTE;Cédulas - 1a. família;10;541;NORDESTE
2005;RIO GRANDE DO NORTE;Cédulas - 1a. família;20;166;NORDESTE
2005;RIO GRANDE DO NORTE;Cédulas - 1a. família;50;1462;NORDESTE
2005;RIO GRANDE DO NORTE;Cédulas - 1a. família;100;9;NORDESTE
2005;RIO GRANDE DO SUL;Cédulas - 1a. família;1;17;SUL
2005;RIO GRANDE DO SUL;Cédulas - 1a. família;2;94;SUL
2005;RIO GRANDE DO SUL;Cédulas - 1a. família;5;2345;SUL
2005;RIO GRANDE DO SUL;Cédulas - em polímero;10;207;SUL
2005;RIO GRANDE DO SUL;Cédulas - 1a. família;10;8763;SUL
2005;RIO GRANDE DO SUL;Cédulas - 1a. família;20;2340;SUL
2005;RIO GRANDE DO SUL;Cédulas - 1a. família;50;20034;SUL
2005;RIO GRANDE DO SUL;Cédulas - 1a. família;100;558;SUL
2005;RONDÔNIA;Cédulas - 1a. família;2;2;NORTE
2005;RONDÔNIA;Cédulas - 1a. família;5;76;NORTE
2005;RONDÔNIA;Cédulas - em polímero;10;37;NORTE
2005;RONDÔNIA;Cédulas - 1a. família;10;188;NORTE
2005;RONDÔNIA;Cédulas - 1a. família;20;303;NORTE
2005;RONDÔNIA;Cédulas - 1a. família;50;1194;NORTE
2005;RONDÔNIA;Cédulas - 1a. família;100;65;NORTE
2005;RORAIMA;Cédulas - 1a. família;5;6;NORTE
2005;RORAIMA;Cédulas - em polímero;10;197;NORTE
2005;RORAIMA;Cédulas - 1a. família;10;14;NORTE
2005;RORAIMA;Cédulas - 1a. família;20;1;NORTE
2005;RORAIMA;Cédulas - 1a. família;50;60;NORTE
2005;RORAIMA;Cédulas - 1a. família;100;39;NORTE
2005;SANTA CATARINA;Cédulas - 1a. família;1;7;SUL
2005;SANTA CATARINA;Cédulas - 1a. família;2;12;SUL
2005;SANTA CATARINA;Cédulas - 1a. família;5;372;SUL
2005;SANTA CATARINA;Cédulas - em polímero;10;479;SUL
2005;SANTA CATARINA;Cédulas - 1a. família;10;1004;SUL
2005;SANTA CATARINA;Cédulas - 1a. família;20;413;SUL
2005;SANTA CATARINA;Cédulas - 1a. família;50;5899;SUL
2005;SANTA CATARINA;Cédulas - 1a. família;100;236;SUL
2005;SÃO PAULO;Cédulas - 1a. família;1;92;SUDESTE
2005;SÃO PAULO;Cédulas - 1a. família;2;163;SUDESTE
2005;SÃO PAULO;Cédulas - 1a. família;5;5111;SUDESTE
2005;SÃO PAULO;Cédulas - em polímero;10;12266;SUDESTE
2005;SÃO PAULO;Cédulas - 1a. família;10;19786;SUDESTE
2005;SÃO PAULO;Cédulas - 1a. família;20;14253;SUDESTE
2005;SÃO PAULO;Cédulas - 1a. família;50;110915;SUDESTE
2005;SÃO PAULO;Cédulas - 1a. família;100;1051;SUDESTE
2005;SERGIPE;Cédulas - 1a. família;1;1;NORDESTE
2005;SERGIPE;Cédulas - 1a. família;5;455;NORDESTE
2005;SERGIPE;Cédulas - em polímero;10;7;NORDESTE
2005;SERGIPE;Cédulas - 1a. família;10;319;NORDESTE
2005;SERGIPE;Cédulas - 1a. família;20;258;NORDESTE
2005;SERGIPE;Cédulas - 1a. família;50;1391;NORDESTE
2005;SERGIPE;Cédulas - 1a. família;100;2;NORDESTE
2005;TOCANTINS;Cédulas - 1a. família;5;111;NORTE
2005;TOCANTINS;Cédulas - em polímero;10;1;NORTE
2005;TOCANTINS;Cédulas - 1a. família;10;78;NORTE
2005;TOCANTINS;Cédulas - 1a. família;20;31;NORTE
2005;TOCANTINS;Cédulas - 1a. família;50;821;NORTE
2005;TOCANTINS;Cédulas - 1a. família;100;1;NORTE
2006;ACRE;Cédulas - 1a. família;1;2;NORTE
2006;ACRE;Cédulas - 1a. família;5;11;NORTE
2006;ACRE;Cédulas - 1a. família;10;24;NORTE
2006;ACRE;Cédulas - 1a. família;20;24;NORTE
2006;ACRE;Cédulas - 1a. família;50;552;NORTE
2006;ACRE;Cédulas - 1a. família;100;2;NORTE
2006;ALAGOAS;Cédulas - 1a. família;2;2;NORDESTE
2006;ALAGOAS;Cédulas - 1a. família;5;344;NORDESTE
2006;ALAGOAS;Cédulas - em polímero;10;10;NORDESTE
2006;ALAGOAS;Cédulas - 1a. família;10;1543;NORDESTE
2006;ALAGOAS;Cédulas - 1a. família;20;238;NORDESTE
2006;ALAGOAS;Cédulas - 1a. família;50;3265;NORDESTE
2006;ALAGOAS;Cédulas - 1a. família;100;44;NORDESTE
2006;AMAPÁ;Cédulas - 1a. família;2;2;NORTE
2006;AMAPÁ;Cédulas - 1a. família;5;1;NORTE
2006;AMAPÁ;Cédulas - em polímero;10;2;NORTE
2006;AMAPÁ;Cédulas - 1a. família;10;15;NORTE
2006;AMAPÁ;Cédulas - 1a. família;20;6;NORTE
2006;AMAPÁ;Cédulas - 1a. família;50;36;NORTE
2006;AMAZONAS;Cédulas - 1a. família;1;3;NORTE
2006;AMAZONAS;Cédulas - 1a. família;2;21;NORTE
2006;AMAZONAS;Cédulas - 1a. família;5;108;NORTE
2006;AMAZONAS;Cédulas - em polímero;10;118;NORTE
2006;AMAZONAS;Cédulas - 1a. família;10;332;NORTE
2006;AMAZONAS;Cédulas - 1a. família;20;32;NORTE
2006;AMAZONAS;Cédulas - 1a. família;50;481;NORTE
2006;AMAZONAS;Cédulas - 1a. família;100;44;NORTE
2006;BAHIA;Cédulas - 1a. família;1;5;NORDESTE
2006;BAHIA;Cédulas - 1a. família;2;51;NORDESTE
2006;BAHIA;Cédulas - 1a. família;5;1383;NORDESTE
2006;BAHIA;Cédulas - em polímero;10;241;NORDESTE
2006;BAHIA;Cédulas - 1a. família;10;7658;NORDESTE
2006;BAHIA;Cédulas - 1a. família;20;569;NORDESTE
2006;BAHIA;Cédulas - 1a. família;50;16445;NORDESTE
2006;BAHIA;Cédulas - 1a. família;100;66;NORDESTE
2006;CEARÁ;Cédulas - 1a. família;1;2;NORDESTE
2006;CEARÁ;Cédulas - 1a. família;2;7;NORDESTE
2006;CEARÁ;Cédulas - 1a. família;5;226;NORDESTE
2006;CEARÁ;Cédulas - em polímero;10;411;NORDESTE
2006;CEARÁ;Cédulas - 1a. família;10;3566;NORDESTE
2006;CEARÁ;Cédulas - 1a. família;20;465;NORDESTE
2006;CEARÁ;Cédulas - 1a. família;50;5825;NORDESTE
2006;CEARÁ;Cédulas - 1a. família;100;15;NORDESTE
2006;DISTRITO FEDERAL;Cédulas - 1a. família;1;6;CENTRO-OESTE
2006;DISTRITO FEDERAL;Cédulas - 1a. família;2;362;CENTRO-OESTE
2006;DISTRITO FEDERAL;Cédulas - 1a. família;5;978;CENTRO-OESTE
2006;DISTRITO FEDERAL;Cédulas - em polímero;10;27;CENTRO-OESTE
2006;DISTRITO FEDERAL;Cédulas - 1a. família;10;4726;CENTRO-OESTE
2006;DISTRITO FEDERAL;Cédulas - 1a. família;20;536;CENTRO-OESTE
2006;DISTRITO FEDERAL;Cédulas - 1a. família;50;14911;CENTRO-OESTE
2006;DISTRITO FEDERAL;Cédulas - 1a. família;100;59;CENTRO-OESTE
2006;ESPÍRITO SANTO;Cédulas - 1a. família;1;6;SUDESTE
2006;ESPÍRITO SANTO;Cédulas - 1a. família;2;45;SUDESTE
2006;ESPÍRITO SANTO;Cédulas - 1a. família;5;348;SUDESTE
2006;ESPÍRITO SANTO;Cédulas - em polímero;10;265;SUDESTE
2006;ESPÍRITO SANTO;Cédulas - 1a. família;10;1345;SUDESTE
2006;ESPÍRITO SANTO;Cédulas - 1a. família;20;131;SUDESTE
2006;ESPÍRITO SANTO;Cédulas - 1a. família;50;3071;SUDESTE
2006;ESPÍRITO SANTO;Cédulas - 1a. família;100;22;SUDESTE
2006;GOIÁS;Cédulas - 1a. família;1;7;CENTRO-OESTE
2006;GOIÁS;Cédulas - 1a. família;2;136;CENTRO-OESTE
2006;GOIÁS;Cédulas - 1a. família;5;653;CENTRO-OESTE
2006;GOIÁS;Cédulas - em polímero;10;46;CENTRO-OESTE
2006;GOIÁS;Cédulas - 1a. família;10;7079;CENTRO-OESTE
2006;GOIÁS;Cédulas - 1a. família;20;235;CENTRO-OESTE
2006;GOIÁS;Cédulas - 1a. família;50;12548;CENTRO-OESTE
2006;GOIÁS;Cédulas - 1a. família;100;130;CENTRO-OESTE
2006;MARANHÃO;Cédulas - 1a. família;2;14;NORDESTE
2006;MARANHÃO;Cédulas - 1a. família;5;273;NORDESTE
2006;MARANHÃO;Cédulas - em polímero;10;16;NORDESTE
2006;MARANHÃO;Cédulas - 1a. família;10;1480;NORDESTE
2006;MARANHÃO;Cédulas - 1a. família;20;421;NORDESTE
2006;MARANHÃO;Cédulas - 1a. família;50;3784;NORDESTE
2006;MARANHÃO;Cédulas - 1a. família;100;80;NORDESTE
2006;MATO GROSSO;Cédulas - 1a. família;2;6;CENTRO-OESTE
2006;MATO GROSSO;Cédulas - 1a. família;5;141;CENTRO-OESTE
2006;MATO GROSSO;Cédulas - em polímero;10;11;CENTRO-OESTE
2006;MATO GROSSO;Cédulas - 1a. família;10;413;CENTRO-OESTE
2006;MATO GROSSO;Cédulas - 1a. família;20;37;CENTRO-OESTE
2006;MATO GROSSO;Cédulas - 1a. família;50;2238;CENTRO-OESTE
2006;MATO GROSSO;Cédulas - 1a. família;100;49;CENTRO-OESTE
2006;MATO GROSSO DO SUL;Cédulas - 1a. família;1;4;CENTRO-OESTE
2006;MATO GROSSO DO SUL;Cédulas - 1a. família;2;10;CENTRO-OESTE
2006;MATO GROSSO DO SUL;Cédulas - 1a. família;5;112;CENTRO-OESTE
2006;MATO GROSSO DO SUL;Cédulas - em polímero;10;13;CENTRO-OESTE
2006;MATO GROSSO DO SUL;Cédulas - 1a. família;10;463;CENTRO-OESTE
2006;MATO GROSSO DO SUL;Cédulas - 1a. família;20;46;CENTRO-OESTE
2006;MATO GROSSO DO SUL;Cédulas - 1a. família;50;13716;CENTRO-OESTE
2006;MATO GROSSO DO SUL;Cédulas - 1a. família;100;12;CENTRO-OESTE
2006;MINAS GERAIS;Cédulas - 1a. família;1;30;SUDESTE
2006;MINAS GERAIS;Cédulas - 1a. família;2;141;SUDESTE
2006;MINAS GERAIS;Cédulas - 1a. família;5;2657;SUDESTE
2006;MINAS GERAIS;Cédulas - em polímero;10;1270;SUDESTE
2006;MINAS GERAIS;Cédulas - 1a. família;10;17587;SUDESTE
2006;MINAS GERAIS;Cédulas - 1a. família;20;1012;SUDESTE
2006;MINAS GERAIS;Cédulas - 1a. família;50;37812;SUDESTE
2006;MINAS GERAIS;Cédulas - 1a. família;100;396;SUDESTE
2006;NAO INFORMADO;Cédulas - 1a. família;5;15;NÃO INFORMADO
2006;NAO INFORMADO;Cédulas - 1a. família;10;25;NÃO INFORMADO
2006;NAO INFORMADO;Cédulas - 1a. família;50;47;NÃO INFORMADO
2006;PARÁ;Cédulas - 1a. família;2;11;NORTE
2006;PARÁ;Cédulas - 1a. família;5;329;NORTE
2006;PARÁ;Cédulas - em polímero;10;637;NORTE
2006;PARÁ;Cédulas - 1a. família;10;1407;NORTE
2006;PARÁ;Cédulas - 1a. família;20;382;NORTE
2006;PARÁ;Cédulas - 1a. família;50;3061;NORTE
2006;PARÁ;Cédulas - 1a. família;100;59;NORTE
2006;PARAÍBA;Cédulas - 1a. família;1;2;NORDESTE
2006;PARAÍBA;Cédulas - 1a. família;2;30;NORDESTE
2006;PARAÍBA;Cédulas - 1a. família;5;283;NORDESTE
2006;PARAÍBA;Cédulas - em polímero;10;27;NORDESTE
2006;PARAÍBA;Cédulas - 1a. família;10;729;NORDESTE
2006;PARAÍBA;Cédulas - 1a. família;20;264;NORDESTE
2006;PARAÍBA;Cédulas - 1a. família;50;3833;NORDESTE
2006;PARAÍBA;Cédulas - 1a. família;100;9;NORDESTE
2006;PARANÁ;Cédulas - 1a. família;1;98;SUL
2006;PARANÁ;Cédulas - 1a. família;2;83;SUL
2006;PARANÁ;Cédulas - 1a. família;5;1254;SUL
2006;PARANÁ;Cédulas - em polímero;10;1230;SUL
2006;PARANÁ;Cédulas - 1a. família;10;8818;SUL
2006;PARANÁ;Cédulas - 1a. família;20;1193;SUL
2006;PARANÁ;Cédulas - 1a. família;50;20752;SUL
2006;PARANÁ;Cédulas - 1a. família;100;119;SUL
2006;PERNAMBUCO;Cédulas - 1a. família;1;11;NORDESTE
2006;PERNAMBUCO;Cédulas - 1a. família;2;114;NORDESTE
2006;PERNAMBUCO;Cédulas - 1a. família;5;1002;NORDESTE
2006;PERNAMBUCO;Cédulas - em polímero;10;116;NORDESTE
2006;PERNAMBUCO;Cédulas - 1a. família;10;2353;NORDESTE
2006;PERNAMBUCO;Cédulas - 1a. família;20;649;NORDESTE
2006;PERNAMBUCO;Cédulas - 1a. família;50;11325;NORDESTE
2006;PERNAMBUCO;Cédulas - 1a. família;100;19;NORDESTE
2006;PIAUÍ;Cédulas - 1a. família;2;2;NORDESTE
2006;PIAUÍ;Cédulas - 1a. família;5;230;NORDESTE
2006;PIAUÍ;Cédulas - em polímero;10;28;NORDESTE
2006;PIAUÍ;Cédulas - 1a. família;10;733;NORDESTE
2006;PIAUÍ;Cédulas - 1a. família;20;189;NORDESTE
2006;PIAUÍ;Cédulas - 1a. família;50;3054;NORDESTE
2006;PIAUÍ;Cédulas - 1a. família;100;11;NORDESTE
2006;RIO DE JANEIRO;Cédulas - 1a. família;1;7;SUDESTE
2006;RIO DE JANEIRO;Cédulas - 1a. família;2;39;SUDESTE
2006;RIO DE JANEIRO;Cédulas - 1a. família;5;903;SUDESTE
2006;RIO DE JANEIRO;Cédulas - em polímero;10;897;SUDESTE
2006;RIO DE JANEIRO;Cédulas - 1a. família;10;13115;SUDESTE
2006;RIO DE JANEIRO;Cédulas - 1a. família;20;1391;SUDESTE
2006;RIO DE JANEIRO;Cédulas - 1a. família;50;51192;SUDESTE
2006;RIO DE JANEIRO;Cédulas - 1a. família;100;2343;SUDESTE
2006;RIO GRANDE DO NORTE;Cédulas - 1a. família;1;2;NORDESTE
2006;RIO GRANDE DO NORTE;Cédulas - 1a. família;2;10;NORDESTE
2006;RIO GRANDE DO NORTE;Cédulas - 1a. família;5;366;NORDESTE
2006;RIO GRANDE DO NORTE;Cédulas - em polímero;10;13;NORDESTE
2006;RIO GRANDE DO NORTE;Cédulas - 1a. família;10;928;NORDESTE
2006;RIO GRANDE DO NORTE;Cédulas - 1a. família;20;159;NORDESTE
2006;RIO GRANDE DO NORTE;Cédulas - 1a. família;50;2482;NORDESTE
2006;RIO GRANDE DO NORTE;Cédulas - 1a. família;100;6;NORDESTE
2006;RIO GRANDE DO SUL;Cédulas - 1a. família;1;30;SUL
2006;RIO GRANDE DO SUL;Cédulas - 1a. família;2;102;SUL
2006;RIO GRANDE DO SUL;Cédulas - 1a. família;5;1401;SUL
2006;RIO GRANDE DO SUL;Cédulas - em polímero;10;219;SUL
2006;RIO GRANDE DO SUL;Cédulas - 1a. família;10;11750;SUL
2006;RIO GRANDE DO SUL;Cédulas - 1a. família;20;5805;SUL
2006;RIO GRANDE DO SUL;Cédulas - 1a. família;50;20616;SUL
2006;RIO GRANDE DO SUL;Cédulas - 1a. família;100;244;SUL
2006;RONDÔNIA;Cédulas - 1a. família;1;1;NORTE
2006;RONDÔNIA;Cédulas - 1a. família;2;8;NORTE
2006;RONDÔNIA;Cédulas - 1a. família;5;61;NORTE
2006;RONDÔNIA;Cédulas - em polímero;10;12;NORTE
2006;RONDÔNIA;Cédulas - 1a. família;10;810;NORTE
2006;RONDÔNIA;Cédulas - 1a. família;20;107;NORTE
2006;RONDÔNIA;Cédulas - 1a. família;50;1867;NORTE
2006;RONDÔNIA;Cédulas - 1a. família;100;178;NORTE
2006;RORAIMA;Cédulas - 1a. família;5;5;NORTE
2006;RORAIMA;Cédulas - em polímero;10;8;NORTE
2006;RORAIMA;Cédulas - 1a. família;10;23;NORTE
2006;RORAIMA;Cédulas - 1a. família;20;1;NORTE
2006;RORAIMA;Cédulas - 1a. família;50;25;NORTE
2006;RORAIMA;Cédulas - 1a. família;100;9;NORTE
2006;SANTA CATARINA;Cédulas - 1a. família;1;6;SUL
2006;SANTA CATARINA;Cédulas - 1a. família;2;15;SUL
2006;SANTA CATARINA;Cédulas - 1a. família;5;362;SUL
2006;SANTA CATARINA;Cédulas - em polímero;10;100;SUL
2006;SANTA CATARINA;Cédulas - 1a. família;10;1923;SUL
2006;SANTA CATARINA;Cédulas - 1a. família;20;746;SUL
2006;SANTA CATARINA;Cédulas - 1a. família;50;7470;SUL
2006;SANTA CATARINA;Cédulas - 1a. família;100;104;SUL
2006;SÃO PAULO;Cédulas - 1a. família;1;103;SUDESTE
2006;SÃO PAULO;Cédulas - 1a. família;2;267;SUDESTE
2006;SÃO PAULO;Cédulas - 1a. família;5;8547;SUDESTE
2006;SÃO PAULO;Cédulas - em polímero;10;9479;SUDESTE
2006;SÃO PAULO;Cédulas - 1a. família;10;52835;SUDESTE
2006;SÃO PAULO;Cédulas - 1a. família;20;4532;SUDESTE
2006;SÃO PAULO;Cédulas - 1a. família;50;188792;SUDESTE
2006;SÃO PAULO;Cédulas - 1a. família;100;1295;SUDESTE
2006;SERGIPE;Cédulas - 1a. família;1;1;NORDESTE
2006;SERGIPE;Cédulas - 1a. família;2;6;NORDESTE
2006;SERGIPE;Cédulas - 1a. família;5;135;NORDESTE
2006;SERGIPE;Cédulas - em polímero;10;4;NORDESTE
2006;SERGIPE;Cédulas - 1a. família;10;506;NORDESTE
2006;SERGIPE;Cédulas - 1a. família;20;47;NORDESTE
2006;SERGIPE;Cédulas - 1a. família;50;1643;NORDESTE
2006;SERGIPE;Cédulas - 1a. família;100;11;NORDESTE
2006;TOCANTINS;Cédulas - 1a. família;2;2;NORTE
2006;TOCANTINS;Cédulas - 1a. família;5;44;NORTE
2006;TOCANTINS;Cédulas - 1a. família;10;226;NORTE
2006;TOCANTINS;Cédulas - 1a. família;20;45;NORTE
2006;TOCANTINS;Cédulas - 1a. família;50;997;NORTE
2006;TOCANTINS;Cédulas - 1a. família;100;12;NORTE
2007;ACRE;Cédulas - 1a. família;5;6;NORTE
2007;ACRE;Cédulas - 1a. família;10;25;NORTE
2007;ACRE;Cédulas - 1a. família;20;6;NORTE
2007;ACRE;Cédulas - 1a. família;50;545;NORTE
2007;ACRE;Cédulas - 1a. família;100;2;NORTE
2007;ALAGOAS;Cédulas - 1a. família;1;1;NORDESTE
2007;ALAGOAS;Cédulas - 1a. família;2;27;NORDESTE
2007;ALAGOAS;Cédulas - 1a. família;5;307;NORDESTE
2007;ALAGOAS;Cédulas - em polímero;10;605;NORDESTE
2007;ALAGOAS;Cédulas - 1a. família;10;643;NORDESTE
2007;ALAGOAS;Cédulas - 1a. família;20;649;NORDESTE
2007;ALAGOAS;Cédulas - 1a. família;50;5947;NORDESTE
2007;ALAGOAS;Cédulas - 1a. família;100;30;NORDESTE
2007;AMAPÁ;Cédulas - 1a. família;2;1;NORTE
2007;AMAPÁ;Cédulas - 1a. família;5;4;NORTE
2007;AMAPÁ;Cédulas - 1a. família;10;19;NORTE
2007;AMAPÁ;Cédulas - 1a. família;20;6;NORTE
2007;AMAPÁ;Cédulas - 1a. família;50;33;NORTE
2007;AMAZONAS;Cédulas - 1a. família;2;22;NORTE
2007;AMAZONAS;Cédulas - 1a. família;5;253;NORTE
2007;AMAZONAS;Cédulas - em polímero;10;150;NORTE
2007;AMAZONAS;Cédulas - 1a. família;10;262;NORTE
2007;AMAZONAS;Cédulas - 1a. família;20;436;NORTE
2007;AMAZONAS;Cédulas - 1a. família;50;5456;NORTE
2007;AMAZONAS;Cédulas - 1a. família;100;31;NORTE
2007;BAHIA;Cédulas - 1a. família;1;7;NORDESTE
2007;BAHIA;Cédulas - 1a. família;2;74;NORDESTE
2007;BAHIA;Cédulas - 1a. família;5;963;NORDESTE
2007;BAHIA;Cédulas - em polímero;10;2499;NORDESTE
2007;BAHIA;Cédulas - 1a. família;10;3021;NORDESTE
2007;BAHIA;Cédulas - 1a. família;20;2371;NORDESTE
2007;BAHIA;Cédulas - 1a. família;50;24168;NORDESTE
2007;BAHIA;Cédulas - 1a. família;100;225;NORDESTE
2007;CEARÁ;Cédulas - 1a. família;2;69;NORDESTE
2007;CEARÁ;Cédulas - 1a. família;5;165;NORDESTE
2007;CEARÁ;Cédulas - em polímero;10;399;NORDESTE
2007;CEARÁ;Cédulas - 1a. família;10;1698;NORDESTE
2007;CEARÁ;Cédulas - 1a. família;20;4291;NORDESTE
2007;CEARÁ;Cédulas - 1a. família;50;11936;NORDESTE
2007;CEARÁ;Cédulas - 1a. família;100;13;NORDESTE
2007;DISTRITO FEDERAL;Cédulas - 1a. família;1;4;CENTRO-OESTE
2007;DISTRITO FEDERAL;Cédulas - 1a. família;2;118;CENTRO-OESTE
2007;DISTRITO FEDERAL;Cédulas - 1a. família;5;1583;CENTRO-OESTE
2007;DISTRITO FEDERAL;Cédulas - em polímero;10;1039;CENTRO-OESTE
2007;DISTRITO FEDERAL;Cédulas - 1a. família;10;3873;CENTRO-OESTE
2007;DISTRITO FEDERAL;Cédulas - 1a. família;20;1143;CENTRO-OESTE
2007;DISTRITO FEDERAL;Cédulas - 1a. família;50;5703;CENTRO-OESTE
