ANO;ESTADO;FAMÍLIA;DENOMINAÇÃO;QUANTIDADE;REGIÃO
2001;MINAS GERAIS;Cédulas - 1a. família;1;18;SUDESTE
2001;MINAS GERAIS;Cédulas - 1a. família;5;1880;SUDESTE
2001;MINAS GERAIS;Cédulas - em polímero;10;536;SUDESTE
2001;MINAS GERAIS;Cédulas - 1a. família;10;23781;SUDESTE
2001;MINAS GERAIS;Cédulas - 1a. família;20;9;SUDESTE
2001;MINAS GERAIS;Cédulas - 1a. família;50;14118;SUDESTE
2001;MINAS GERAIS;Cédulas - 1a. família;100;160;SUDESTE
2001;PARÁ;Cédulas - 1a. família;1;1;NORTE
2001;PARÁ;Cédulas - 1a. família;5;493;NORTE
2001;PARÁ;Cédulas - em polímero;10;59;NORTE
2001;PARÁ;Cédulas - 1a. família;10;2472;NORTE
2001;PARÁ;Cédulas - 1a. família;50;1487;NORTE
2001;PARÁ;Cédulas - 1a. família;100;16;NORTE
2001;PARAÍBA;Cédulas - 1a. família;1;3;NORDESTE
2001;PARAÍBA;Cédulas - 1a. família;5;78;NORDESTE
2001;PARAÍBA;Cédulas - em polímero;10;18;NORDESTE
2001;PARAÍBA;Cédulas - 1a. família;10;574;NORDESTE
2001;PARAÍBA;Cédulas - 1a. família;50;439;NORDESTE
2001;PARAÍBA;Cédulas - 1a. família;100;7;NORDESTE
2001;PARANÁ;Cédulas - 1a. família;1;26;SUL
2001;PARANÁ;Cédulas - 1a. família;5;843;SUL
2001;PARANÁ;Cédulas - em polímero;10;108;SUL
2001;PARANÁ;Cédulas - 1a. família;10;8261;SUL
2001;PARANÁ;Cédulas - 1a. família;50;8922;SUL
2001;PARANÁ;Cédulas - 1a. família;100;113;SUL
2001;PERNAMBUCO;Cédulas - 1a. família;1;180;NORDESTE
2001;PERNAMBUCO;Cédulas - 1a. família;5;3811;NORDESTE
2001;PERNAMBUCO;Cédulas - em polímero;10;342;NORDESTE
2001;PERNAMBUCO;Cédulas - 1a. família;10;6900;NORDESTE
2001;PERNAMBUCO;Cédulas - 1a. família;50;3999;NORDESTE
2001;PERNAMBUCO;Cédulas - 1a. família;100;32;NORDESTE
2001;PIAUÍ;Cédulas - 1a. família;1;1;NORDESTE
2001;PIAUÍ;Cédulas - 1a. família;5;135;NORDESTE
2001;PIAUÍ;Cédulas - em polímero;10;42;NORDESTE
2001;PIAUÍ;Cédulas - 1a. família;10;688;NORDESTE
2001;PIAUÍ;Cédulas - 1a. família;50;1150;NORDESTE
2001;PIAUÍ;Cédulas - 1a. família;100;8;NORDESTE
2001;RIO DE JANEIRO;Cédulas - 1a. família;1;12;SUDESTE
2001;RIO DE JANEIRO;Cédulas - 1a. família;5;3079;SUDESTE
2001;RIO DE JANEIRO;Cédulas - em polímero;10;168;SUDESTE
2001;RIO DE JANEIRO;Cédulas - 1a. família;10;19586;SUDESTE
2001;RIO DE JANEIRO;Cédulas - 1a. família;50;20766;SUDESTE
2001;RIO DE JANEIRO;Cédulas - 1a. família;100;224;SUDESTE
2001;RIO GRANDE DO NORTE;Cédulas - 1a. família;1;3;NORDESTE
2001;RIO GRANDE DO NORTE;Cédulas - 1a. família;5;69;NORDESTE
2001;RIO GRANDE DO NORTE;Cédulas - em polímero;10;2;NORDESTE
2001;RIO GRANDE DO NORTE;Cédulas - 1a. família;10;764;NORDESTE
2001;RIO GRANDE DO NORTE;Cédulas - 1a. família;50;902;NORDESTE
2001;RIO GRANDE DO NORTE;Cédulas - 1a. família;100;8;NORDESTE
2001;RIO GRANDE DO SUL;Cédulas - 1a. família;1;14;SUL
2001;RIO GRANDE DO SUL;Cédulas - 1a. família;5;3606;SUL
2001;RIO GRANDE DO SUL;Cédulas - em polímero;10;245;SUL
2001;RIO GRANDE DO SUL;Cédulas - 1a. família;10;16889;SUL
2001;RIO GRANDE DO SUL;Cédulas - 1a. família;50;7886;SUL
2001;RIO GRANDE DO SUL;Cédulas - 1a. família;100;269;SUL
2001;RONDÔNIA;Cédulas - 1a. família;5;47;NORTE
2001;RONDÔNIA;Cédulas - em polímero;10;1;NORTE
2001;RONDÔNIA;Cédulas - 1a. família;10;628;NORTE
2001;RONDÔNIA;Cédulas - 1a. família;50;628;NORTE
2001;RONDÔNIA;Cédulas - 1a. família;100;64;NORTE
2001;RORAIMA;Cédulas - 1a. família;10;12;NORTE
2001;RORAIMA;Cédulas - 1a. família;50;60;NORTE
2001;RORAIMA;Cédulas - 1a. família;100;10;NORTE
2001;SANTA CATARINA;Cédulas - 1a. família;5;304;SUL
2001;SANTA CATARINA;Cédulas - em polímero;10;15;SUL
2001;SANTA CATARINA;Cédulas - 1a. família;10;2058;SUL
2001;SANTA CATARINA;Cédulas - 1a. família;50;3802;SUL
2001;SANTA CATARINA;Cédulas - 1a. família;100;22;SUL
2001;SÃO PAULO;Cédulas - 1a. família;1;40;SUDESTE
2001;SÃO PAULO;Cédulas - 1a. família;5;10216;SUDESTE
2001;SÃO PAULO;Cédulas - em polímero;10;4589;SUDESTE
2001;SÃO PAULO;Cédulas - 1a. família;10;82702;SUDESTE
2001;SÃO PAULO;Cédulas - 1a. família;50;53865;SUDESTE
2001;SÃO PAULO;Cédulas - 1a. família;100;704;SUDESTE
2001;SERGIPE;Cédulas - 1a. família;5;84;NORDESTE
2001;SERGIPE;Cédulas - em polímero;10;63;NORDESTE
2001;SERGIPE;Cédulas - 1a. família;10;1174;NORDESTE
2001;SERGIPE;Cédulas - 1a. família;50;684;NORDESTE
2001;SERGIPE;Cédulas - 1a. família;100;4;NORDESTE
2001;TOCANTINS;Cédulas - 1a. família;5;51;NORTE
2001;TOCANTINS;Cédulas - em polímero;10;1;NORTE
2001;TOCANTINS;Cédulas - 1a. família;10;336;NORTE
2001;TOCANTINS;Cédulas - 1a. família;50;389;NORTE
2001;TOCANTINS;Cédulas - 1a. família;100;2;NORTE
2002;ACRE;Cédulas - 1a. família;5;1;NORTE
2002;ACRE;Cédulas - 1a. família;10;26;NORTE
2002;ACRE;Cédulas - 1a. família;50;133;NORTE
2002;ACRE;Cédulas - 1a. família;100;3;NORTE
2002;ALAGOAS;Cédulas - 1a. família;1;2;NORDESTE
2002;ALAGOAS;Cédulas - 1a. família;5;112;NORDESTE
2002;ALAGOAS;Cédulas - em polímero;10;5;NORDESTE
2002;ALAGOAS;Cédulas - 1a. família;10;779;NORDESTE
2002;ALAGOAS;Cédulas - 1a. família;20;36;NORDESTE
2002;ALAGOAS;Cédulas - 1a. família;50;702;NORDESTE
2002;ALAGOAS;Cédulas - 1a. família;100;6;NORDESTE
2002;AMAPÁ;Cédulas - 1a. família;10;36;NORTE
2002;AMAPÁ;Cédulas - 1a. família;50;67;NORTE
2002;AMAPÁ;Cédulas - 1a. família;100;1;NORTE
2002;AMAZONAS;Cédulas - 1a. família;1;2;NORTE
2002;AMAZONAS;Cédulas - 1a. família;2;33;NORTE
2002;AMAZONAS;Cédulas - 1a. família;5;232;NORTE
2002;AMAZONAS;Cédulas - em polímero;10;2;NORTE
2002;AMAZONAS;Cédulas - 1a. família;10;319;NORTE
2002;AMAZONAS;Cédulas - 1a. família;20;1;NORTE
2002;AMAZONAS;Cédulas - 1a. família;50;240;NORTE
2002;AMAZONAS;Cédulas - 1a. família;100;259;NORTE
2002;BAHIA;Cédulas - 1a. família;1;9;NORDESTE
2002;BAHIA;Cédulas - 1a. família;2;13;NORDESTE
2002;BAHIA;Cédulas - 1a. família;5;2319;NORDESTE
2002;BAHIA;Cédulas - em polímero;10;86;NORDESTE
2002;BAHIA;Cédulas - 1a. família;10;9710;NORDESTE
2002;BAHIA;Cédulas - 1a. família;20;255;NORDESTE
2002;BAHIA;Cédulas - 1a. família;50;5718;NORDESTE
2002;BAHIA;Cédulas - 1a. família;100;26;NORDESTE
2002;CEARÁ;Cédulas - 1a. família;2;3;NORDESTE
2002;CEARÁ;Cédulas - 1a. família;5;302;NORDESTE
2002;CEARÁ;Cédulas - em polímero;10;23;NORDESTE
2002;CEARÁ;Cédulas - 1a. família;10;4214;NORDESTE
2002;CEARÁ;Cédulas - 1a. família;20;317;NORDESTE
2002;CEARÁ;Cédulas - 1a. família;50;2272;NORDESTE
2002;CEARÁ;Cédulas - 1a. família;100;35;NORDESTE
2002;DISTRITO FEDERAL;Cédulas - 1a. família;1;6;CENTRO-OESTE
2002;DISTRITO FEDERAL;Cédulas - 1a. família;2;26;CENTRO-OESTE
2002;DISTRITO FEDERAL;Cédulas - 1a. família;5;1832;CENTRO-OESTE
2002;DISTRITO FEDERAL;Cédulas - em polímero;10;31;CENTRO-OESTE
2002;DISTRITO FEDERAL;Cédulas - 1a. família;10;7587;CENTRO-OESTE
2002;DISTRITO FEDERAL;Cédulas - 1a. família;20;160;CENTRO-OESTE
2002;DISTRITO FEDERAL;Cédulas - 1a. família;50;4533;CENTRO-OESTE
2002;DISTRITO FEDERAL;Cédulas - 1a. família;100;34;CENTRO-OESTE
2002;ESPÍRITO SANTO;Cédulas - 1a. família;5;104;SUDESTE
2002;ESPÍRITO SANTO;Cédulas - em polímero;10;1;SUDESTE
2002;ESPÍRITO SANTO;Cédulas - 1a. família;10;1691;SUDESTE
2002;ESPÍRITO SANTO;Cédulas - 1a. família;20;75;SUDESTE
2002;ESPÍRITO SANTO;Cédulas - 1a. família;50;5291;SUDESTE
2002;ESPÍRITO SANTO;Cédulas - 1a. família;100;12;SUDESTE
2002;GOIÁS;Cédulas - 1a. família;1;5;CENTRO-OESTE
2002;GOIÁS;Cédulas - 1a. família;2;18;CENTRO-OESTE
2002;GOIÁS;Cédulas - 1a. família;5;1736;CENTRO-OESTE
2002;GOIÁS;Cédulas - em polímero;10;40;CENTRO-OESTE
2002;GOIÁS;Cédulas - 1a. família;10;6175;CENTRO-OESTE
2002;GOIÁS;Cédulas - 1a. família;20;109;CENTRO-OESTE
2002;GOIÁS;Cédulas - 1a. família;50;7344;CENTRO-OESTE
2002;GOIÁS;Cédulas - 1a. família;100;66;CENTRO-OESTE
2002;MARANHÃO;Cédulas - 1a. família;1;21;NORDESTE
2002;MARANHÃO;Cédulas - 1a. família;2;1;NORDESTE
2002;MARANHÃO;Cédulas - 1a. família;5;261;NORDESTE
2002;MARANHÃO;Cédulas - em polímero;10;1;NORDESTE
2002;MARANHÃO;Cédulas - 1a. família;10;1463;NORDESTE
2002;MARANHÃO;Cédulas - 1a. família;20;258;NORDESTE
2002;MARANHÃO;Cédulas - 1a. família;50;844;NORDESTE
2002;MARANHÃO;Cédulas - 1a. família;100;16;NORDESTE
2002;MATO GROSSO;Cédulas - 1a. família;5;153;CENTRO-OESTE
2002;MATO GROSSO;Cédulas - em polímero;10;19;CENTRO-OESTE
2002;MATO GROSSO;Cédulas - 1a. família;10;622;CENTRO-OESTE
2002;MATO GROSSO;Cédulas - 1a. família;20;17;CENTRO-OESTE
2002;MATO GROSSO;Cédulas - 1a. família;50;1104;CENTRO-OESTE
2002;MATO GROSSO;Cédulas - 1a. família;100;45;CENTRO-OESTE
2002;MATO GROSSO DO SUL;Cédulas - 1a. família;2;1;CENTRO-OESTE
2002;MATO GROSSO DO SUL;Cédulas - 1a. família;5;73;CENTRO-OESTE
2002;MATO GROSSO DO SUL;Cédulas - em polímero;10;13;CENTRO-OESTE
2002;MATO GROSSO DO SUL;Cédulas - 1a. família;10;1140;CENTRO-OESTE
2002;MATO GROSSO DO SUL;Cédulas - 1a. família;20;7;CENTRO-OESTE
2002;MATO GROSSO DO SUL;Cédulas - 1a. família;50;2683;CENTRO-OESTE
2002;MATO GROSSO DO SUL;Cédulas - 1a. família;100;28;CENTRO-OESTE
2002;MINAS GERAIS;Cédulas - 1a. família;1;13;SUDESTE
2002;MINAS GERAIS;Cédulas - 1a. família;2;38;SUDESTE
2002;MINAS GERAIS;Cédulas - 1a. família;5;3488;SUDESTE
2002;MINAS GERAIS;Cédulas - em polímero;10;70;SUDESTE
2002;MINAS GERAIS;Cédulas - 1a. família;10;19606;SUDESTE
2002;MINAS GERAIS;Cédulas - 1a. família;20;1264;SUDESTE
2002;MINAS GERAIS;Cédulas - 1a. família;50;22720;SUDESTE
2002;MINAS GERAIS;Cédulas - 1a. família;100;178;SUDESTE
2002;NAO INFORMADO;Cédulas - 1a. família;10;14;NÃO INFORMADO
2002;NAO INFORMADO;Cédulas - 1a. família;50;7;NÃO INFORMADO
2002;PARÁ;Cédulas - 1a. família;1;14;NORTE
2002;PARÁ;Cédulas - 1a. família;2;11;NORTE
2002;PARÁ;Cédulas - 1a. família;5;584;NORTE
2002;PARÁ;Cédulas - em polímero;10;9;NORTE
2002;PARÁ;Cédulas - 1a. família;10;2109;NORTE
2002;PARÁ;Cédulas - 1a. família;20;286;NORTE
2002;PARÁ;Cédulas - 1a. família;50;2169;NORTE
2002;PARÁ;Cédulas - 1a. família;100;57;NORTE
2002;PARAÍBA;Cédulas - 1a. família;2;2;NORDESTE
2002;PARAÍBA;Cédulas - 1a. família;5;158;NORDESTE
2002;PARAÍBA;Cédulas - em polímero;10;5;NORDESTE
2002;PARAÍBA;Cédulas - 1a. família;10;718;NORDESTE
2002;PARAÍBA;Cédulas - 1a. família;20;43;NORDESTE
2002;PARAÍBA;Cédulas - 1a. família;50;1229;NORDESTE
2002;PARAÍBA;Cédulas - 1a. família;100;7;NORDESTE
2002;PARANÁ;Cédulas - 1a. família;1;7;SUL
2002;PARANÁ;Cédulas - 1a. família;2;66;SUL
2002;PARANÁ;Cédulas - 1a. família;5;2663;SUL
2002;PARANÁ;Cédulas - em polímero;10;64;SUL
2002;PARANÁ;Cédulas - 1a. família;10;14030;SUL
2002;PARANÁ;Cédulas - 1a. família;20;910;SUL
2002;PARANÁ;Cédulas - 1a. família;50;6697;SUL
2002;PARANÁ;Cédulas - 1a. família;100;140;SUL
2002;PERNAMBUCO;Cédulas - 1a. família;1;256;NORDESTE
2002;PERNAMBUCO;Cédulas - 1a. família;2;5;NORDESTE
2002;PERNAMBUCO;Cédulas - 1a. família;5;3480;NORDESTE
2002;PERNAMBUCO;Cédulas - em polímero;10;19;NORDESTE
2002;PERNAMBUCO;Cédulas - 1a. família;10;9469;NORDESTE
2002;PERNAMBUCO;Cédulas - 1a. família;20;77;NORDESTE
2002;PERNAMBUCO;Cédulas - 1a. família;50;6675;NORDESTE
2002;PERNAMBUCO;Cédulas - 1a. família;100;35;NORDESTE
2002;PIAUÍ;Cédulas - 1a. família;2;1;NORDESTE
2002;PIAUÍ;Cédulas - 1a. família;5;159;NORDESTE
2002;PIAUÍ;Cédulas - em polímero;10;17;NORDESTE
2002;PIAUÍ;Cédulas - 1a. família;10;1323;NORDESTE
2002;PIAUÍ;Cédulas - 1a. família;20;28;NORDESTE
2002;PIAUÍ;Cédulas - 1a. família;50;884;NORDESTE
2002;PIAUÍ;Cédulas - 1a. família;100;9;NORDESTE
2002;RIO DE JANEIRO;Cédulas - 1a. família;1;13;SUDESTE
2002;RIO DE JANEIRO;Cédulas - 1a. família;2;46;SUDESTE
2002;RIO DE JANEIRO;Cédulas - 1a. família;5;2843;SUDESTE
2002;RIO DE JANEIRO;Cédulas - em polímero;10;293;SUDESTE
2002;RIO DE JANEIRO;Cédulas - 1a. família;10;13901;SUDESTE
2002;RIO DE JANEIRO;Cédulas - 1a. família;20;982;SUDESTE
2002;RIO DE JANEIRO;Cédulas - 1a. família;50;22308;SUDESTE
2002;RIO DE JANEIRO;Cédulas - 1a. família;100;84;SUDESTE
2002;RIO GRANDE DO NORTE;Cédulas - 1a. família;1;1;NORDESTE
2002;RIO GRANDE DO NORTE;Cédulas - 1a. família;5;229;NORDESTE
2002;RIO GRANDE DO NORTE;Cédulas - 1a. família;10;1148;NORDESTE
2002;RIO GRANDE DO NORTE;Cédulas - 1a. família;20;49;NORDESTE
2002;RIO GRANDE DO NORTE;Cédulas - 1a. família;50;797;NORDESTE
2002;RIO GRANDE DO NORTE;Cédulas - 1a. família;100;59;NORDESTE
2002;RIO GRANDE DO SUL;Cédulas - 1a. família;1;27;SUL
2002;RIO GRANDE DO SUL;Cédulas - 1a. família;2;343;SUL
2002;RIO GRANDE DO SUL;Cédulas - 1a. família;5;1621;SUL
2002;RIO GRANDE DO SUL;Cédulas - em polímero;10;22;SUL
2002;RIO GRANDE DO SUL;Cédulas - 1a. família;10;14094;SUL
2002;RIO GRANDE DO SUL;Cédulas - 1a. família;20;1185;SUL
2002;RIO GRANDE DO SUL;Cédulas - 1a. família;50;15258;SUL
2002;RIO GRANDE DO SUL;Cédulas - 1a. família;100;213;SUL
2002;RONDÔNIA;Cédulas - 1a. família;5;18;NORTE
2002;RONDÔNIA;Cédulas - em polímero;10;4;NORTE
2002;RONDÔNIA;Cédulas - 1a. família;10;322;NORTE
2002;RONDÔNIA;Cédulas - 1a. família;20;2;NORTE
2002;RONDÔNIA;Cédulas - 1a. família;50;863;NORTE
2002;RONDÔNIA;Cédulas - 1a. família;100;42;NORTE
2002;RORAIMA;Cédulas - 1a. família;5;14;NORTE
2002;RORAIMA;Cédulas - 1a. família;10;10;NORTE
2002;RORAIMA;Cédulas - 1a. família;50;13;NORTE
2002;RORAIMA;Cédulas - 1a. família;100;6;NORTE
2002;SANTA CATARINA;Cédulas - 1a. família;1;1;SUL
2002;SANTA CATARINA;Cédulas - 1a. família;2;12;SUL
2002;SANTA CATARINA;Cédulas - 1a. família;5;276;SUL
2002;SANTA CATARINA;Cédulas - em polímero;10;10;SUL
2002;SANTA CATARINA;Cédulas - 1a. família;10;2310;SUL
2002;SANTA CATARINA;Cédulas - 1a. família;20;105;SUL
2002;SANTA CATARINA;Cédulas - 1a. família;50;5464;SUL
2002;SANTA CATARINA;Cédulas - 1a. família;100;40;SUL
2002;SÃO PAULO;Cédulas - 1a. família;1;27;SUDESTE
2002;SÃO PAULO;Cédulas - 1a. família;2;98;SUDESTE
2002;SÃO PAULO;Cédulas - 1a. família;5;7779;SUDESTE
2002;SÃO PAULO;Cédulas - em polímero;10;338;SUDESTE
2002;SÃO PAULO;Cédulas - 1a. família;10;73519;SUDESTE
2002;SÃO PAULO;Cédulas - 1a. família;20;4015;SUDESTE
2002;SÃO PAULO;Cédulas - 1a. família;50;63426;SUDESTE
2002;SÃO PAULO;Cédulas - 1a. família;100;419;SUDESTE
2002;SERGIPE;Cédulas - 1a. família;1;1;NORDESTE
2002;SERGIPE;Cédulas - 1a. família;2;4;NORDESTE
2002;SERGIPE;Cédulas - 1a. família;5;158;NORDESTE
2002;SERGIPE;Cédulas - em polímero;10;5;NORDESTE
2002;SERGIPE;Cédulas - 1a. família;10;842;NORDESTE
2002;SERGIPE;Cédulas - 1a. família;20;44;NORDESTE
2002;SERGIPE;Cédulas - 1a. família;50;816;NORDESTE
2002;SERGIPE;Cédulas - 1a. família;100;2;NORDESTE
2002;TOCANTINS;Cédulas - 1a. família;2;1;NORTE
2002;TOCANTINS;Cédulas - 1a. família;5;86;NORTE
2002;TOCANTINS;Cédulas - 1a. família;10;404;NORTE
2002;TOCANTINS;Cédulas - 1a. família;20;109;NORTE
2002;TOCANTINS;Cédulas - 1a. família;50;995;NORTE
2002;TOCANTINS;Cédulas - 1a. família;100;9;NORTE
2003;ACRE;Cédulas - 1a. família;5;2;NORTE
2003;ACRE;Cédulas - em polímero;10;2;NORTE
2003;ACRE;Cédulas - 1a. família;10;19;NORTE
2003;ACRE;Cédulas - 1a. família;20;14;NORTE
2003;ACRE;Cédulas - 1a. família;50;103;NORTE
2003;ACRE;Cédulas - 1a. família;100;11;NORTE
2003;ALAGOAS;Cédulas - 1a. família;5;176;NORDESTE
2003;ALAGOAS;Cédulas - em polímero;10;1;NORDESTE
2003;ALAGOAS;Cédulas - 1a. família;10;297;NORDESTE
2003;ALAGOAS;Cédulas - 1a. família;20;722;NORDESTE
2003;ALAGOAS;Cédulas - 1a. família;50;823;NORDESTE
2003;ALAGOAS;Cédulas - 1a. família;100;13;NORDESTE
2003;AMAPÁ;Cédulas - 1a. família;5;5;NORTE
2003;AMAPÁ;Cédulas - 1a. família;10;66;NORTE
2003;AMAPÁ;Cédulas - 1a. família;20;2;NORTE
2003;AMAPÁ;Cédulas - 1a. família;50;130;NORTE
2003;AMAPÁ;Cédulas - 1a. família;100;1;NORTE
2003;AMAZONAS;Cédulas - 1a. família;2;5;NORTE
2003;AMAZONAS;Cédulas - 1a. família;5;201;NORTE
2003;AMAZONAS;Cédulas - 1a. família;10;146;NORTE
2003;AMAZONAS;Cédulas - 1a. família;20;28;NORTE
2003;AMAZONAS;Cédulas - 1a. família;50;308;NORTE
2003;AMAZONAS;Cédulas - 1a. família;100;287;NORTE
2003;BAHIA;Cédulas - 1a. família;1;1;NORDESTE
2003;BAHIA;Cédulas - 1a. família;2;37;NORDESTE
2003;BAHIA;Cédulas - 1a. família;5;5244;NORDESTE
2003;BAHIA;Cédulas - em polímero;10;42;NORDESTE
2003;BAHIA;Cédulas - 1a. família;10;8843;NORDESTE
2003;BAHIA;Cédulas - 1a. família;20;1788;NORDESTE
2003;BAHIA;Cédulas - 1a. família;50;9046;NORDESTE
2003;BAHIA;Cédulas - 1a. família;100;41;NORDESTE
2003;CEARÁ;Cédulas - 1a. família;1;1;NORDESTE
2003;CEARÁ;Cédulas - 1a. família;2;10;NORDESTE
2003;CEARÁ;Cédulas - 1a. família;5;320;NORDESTE
2003;CEARÁ;Cédulas - em polímero;10;137;NORDESTE
2003;CEARÁ;Cédulas - 1a. família;10;3579;NORDESTE
2003;CEARÁ;Cédulas - 1a. família;20;872;NORDESTE
2003;CEARÁ;Cédulas - 1a. família;50;3225;NORDESTE
2003;CEARÁ;Cédulas - 1a. família;100;9;NORDESTE
2003;DISTRITO FEDERAL;Cédulas - 1a. família;1;2;CENTRO-OESTE
2003;DISTRITO FEDERAL;Cédulas - 1a. família;2;21;CENTRO-OESTE
2003;DISTRITO FEDERAL;Cédulas - 1a. família;5;4292;CENTRO-OESTE
2003;DISTRITO FEDERAL;Cédulas - em polímero;10;8;CENTRO-OESTE
2003;DISTRITO FEDERAL;Cédulas - 1a. família;10;1831;CENTRO-OESTE
2003;DISTRITO FEDERAL;Cédulas - 1a. família;20;1460;CENTRO-OESTE
2003;DISTRITO FEDERAL;Cédulas - 1a. família;50;5934;CENTRO-OESTE
2003;DISTRITO FEDERAL;Cédulas - 1a. família;100;39;CENTRO-OESTE
2003;ESPÍRITO SANTO;Cédulas - 1a. família;1;10;SUDESTE
2003;ESPÍRITO SANTO;Cédulas - 1a. família;2;7;SUDESTE
2003;ESPÍRITO SANTO;Cédulas - 1a. família;5;2225;SUDESTE
2003;ESPÍRITO SANTO;Cédulas - em polímero;10;4;SUDESTE
2003;ESPÍRITO SANTO;Cédulas - 1a. família;10;3355;SUDESTE
2003;ESPÍRITO SANTO;Cédulas - 1a. família;20;224;SUDESTE
2003;ESPÍRITO SANTO;Cédulas - 1a. família;50;6335;SUDESTE
2003;ESPÍRITO SANTO;Cédulas - 1a. família;100;5;SUDESTE
2003;GOIÁS;Cédulas - 1a. família;1;18;CENTRO-OESTE
2003;GOIÁS;Cédulas - 1a. família;2;19;CENTRO-OESTE
2003;GOIÁS;Cédulas - 1a. família;5;8473;CENTRO-OESTE
2003;GOIÁS;Cédulas - em polímero;10;15;CENTRO-OESTE
2003;GOIÁS;Cédulas - 1a. família;10;1522;CENTRO-OESTE
2003;GOIÁS;Cédulas - 1a. família;20;875;CENTRO-OESTE
2003;GOIÁS;Cédulas - 1a. família;50;7951;CENTRO-OESTE
2003;GOIÁS;Cédulas - 1a. família;100;79;CENTRO-OESTE
2003;MARANHÃO;Cédulas - 1a. família;2;3;NORDESTE
2003;MARANHÃO;Cédulas - 1a. família;5;442;NORDESTE
2003;MARANHÃO;Cédulas - em polímero;10;45;NORDESTE
2003;MARANHÃO;Cédulas - 1a. família;10;813;NORDESTE
2003;MARANHÃO;Cédulas - 1a. família;20;327;NORDESTE
2003;MARANHÃO;Cédulas - 1a. família;50;1096;NORDESTE
2003;MARANHÃO;Cédulas - 1a. família;100;55;NORDESTE
2003;MATO GROSSO;Cédulas - 1a. família;5;712;CENTRO-OESTE
2003;MATO GROSSO;Cédulas - em polímero;10;6;CENTRO-OESTE
2003;MATO GROSSO;Cédulas - 1a. família;10;530;CENTRO-OESTE
2003;MATO GROSSO;Cédulas - 1a. família;20;195;CENTRO-OESTE
2003;MATO GROSSO;Cédulas - 1a. família;50;1543;CENTRO-OESTE
2003;MATO GROSSO;Cédulas - 1a. família;100;44;CENTRO-OESTE
2003;MATO GROSSO DO SUL;Cédulas - 1a. família;1;2;CENTRO-OESTE
2003;MATO GROSSO DO SUL;Cédulas - 1a. família;2;1;CENTRO-OESTE
2003;MATO GROSSO DO SUL;Cédulas - 1a. família;5;79;CENTRO-OESTE
2003;MATO GROSSO DO SUL;Cédulas - em polímero;10;11;CENTRO-OESTE
2003;MATO GROSSO DO SUL;Cédulas - 1a. família;10;1768;CENTRO-OESTE
2003;MATO GROSSO DO SUL;Cédulas - 1a. família;20;78;CENTRO-OESTE
2003;MATO GROSSO DO SUL;Cédulas - 1a. família;50;5617;CENTRO-OESTE
2003;MATO GROSSO DO SUL;Cédulas - 1a. família;100;37;CENTRO-OESTE
2003;MINAS GERAIS;Cédulas - 1a. família;1;25;SUDESTE
2003;MINAS GERAIS;Cédulas - 1a. família;2;83;SUDESTE
2003;MINAS GERAIS;Cédulas - 1a. família;5;11506;SUDESTE
2003;MINAS GERAIS;Cédulas - em polímero;10;57;SUDESTE
2003;MINAS GERAIS;Cédulas - 1a. família;10;12973;SUDESTE
2003;MINAS GERAIS;Cédulas - 1a. família;20;6885;SUDESTE
2003;MINAS GERAIS;Cédulas - 1a. família;50;33820;SUDESTE
2003;MINAS GERAIS;Cédulas - 1a. família;100;210;SUDESTE
2003;NAO INFORMADO;Cédulas - 1a. família;5;3;NÃO INFORMADO
2003;NAO INFORMADO;Cédulas - 1a. família;20;1;NÃO INFORMADO
2003;NAO INFORMADO;Cédulas - 1a. família;50;1;NÃO INFORMADO
2003;PARÁ;Cédulas - 1a. família;1;1;NORTE
2003;PARÁ;Cédulas - 1a. família;2;15;NORTE
2003;PARÁ;Cédulas - 1a. família;5;1158;NORTE
2003;PARÁ;Cédulas - em polímero;10;6;NORTE
2003;PARÁ;Cédulas - 1a. família;10;1487;NORTE
2003;PARÁ;Cédulas - 1a. família;20;481;NORTE
2003;PARÁ;Cédulas - 1a. família;50;1864;NORTE
2003;PARÁ;Cédulas - 1a. família;100;145;NORTE
2003;PARAÍBA;Cédulas - 1a. família;2;9;NORDESTE
2003;PARAÍBA;Cédulas - 1a. família;5;289;NORDESTE
2003;PARAÍBA;Cédulas - em polímero;10;2;NORDESTE
2003;PARAÍBA;Cédulas - 1a. família;10;934;NORDESTE
2003;PARAÍBA;Cédulas - 1a. família;20;304;NORDESTE
2003;PARAÍBA;Cédulas - 1a. família;50;1164;NORDESTE
2003;PARAÍBA;Cédulas - 1a. família;100;23;NORDESTE
2003;PARANÁ;Cédulas - 1a. família;1;7;SUL
2003;PARANÁ;Cédulas - 1a. família;2;47;SUL
2003;PARANÁ;Cédulas - 1a. família;5;1918;SUL
2003;PARANÁ;Cédulas - em polímero;10;1159;SUL
2003;PARANÁ;Cédulas - 1a. família;10;9645;SUL
2003;PARANÁ;Cédulas - 1a. família;20;3273;SUL
2003;PARANÁ;Cédulas - 1a. família;50;26426;SUL
2003;PARANÁ;Cédulas - 1a. família;100;123;SUL
2003;PERNAMBUCO;Cédulas - 1a. família;1;107;NORDESTE
2003;PERNAMBUCO;Cédulas - 1a. família;2;132;NORDESTE
2003;PERNAMBUCO;Cédulas - 1a. família;5;4152;NORDESTE
2003;PERNAMBUCO;Cédulas - em polímero;10;23;NORDESTE
2003;PERNAMBUCO;Cédulas - 1a. família;10;4610;NORDESTE
